0.5055652137231899
(0) --> prob=[0.034162009638399715,0.9658379903616003], prediction=1.0
(9726) --> prob=[1.744279186637915E-4,0.9998255720813362], prediction=1.0
(9728) --> prob=[0.04048101756655299,0.9595189824334471], prediction=1.0
(9730) --> prob=[4.478417012565928E-16,0.9999999999999996], prediction=1.0
(9732) --> prob=[0.8342653457463803,0.1657346542536196], prediction=0.0
(9734) --> prob=[0.9944706961129973,0.005529303887002637], prediction=0.0
(9736) --> prob=[0.3739661848797009,0.626033815120299], prediction=1.0
(9738) --> prob=[0.9998599067256597,1.4009327434031697E-4], prediction=0.0
(9740) --> prob=[0.992330794842647,0.007669205157353099], prediction=0.0
(9742) --> prob=[0.19125321465434053,0.8087467853456595], prediction=1.0
(9744) --> prob=[0.040062371074306234,0.9599376289256938], prediction=1.0
(9746) --> prob=[0.9589935539468325,0.04100644605316741], prediction=0.0
(9748) --> prob=[0.9967086735479486,0.0032913264520513783], prediction=0.0
(9750) --> prob=[0.9996426092329909,3.573907670090967E-4], prediction=0.0
(9752) --> prob=[0.9999998765807968,1.234192030663403E-7], prediction=0.0
(9754) --> prob=[0.0030522550870056295,0.9969477449129943], prediction=1.0
(9756) --> prob=[0.6799852350392638,0.32001476496073633], prediction=0.0
(9758) --> prob=[0.289128349047895,0.710871650952105], prediction=1.0
(9760) --> prob=[0.9994655309064482,5.344690935517584E-4], prediction=0.0
(9762) --> prob=[5.572424477213688E-5,0.9999442757552278], prediction=1.0
(9764) --> prob=[0.2506448296529869,0.7493551703470132], prediction=1.0
(9766) --> prob=[0.5174104324300761,0.4825895675699238], prediction=0.0
(9768) --> prob=[0.07469437918730283,0.9253056208126972], prediction=1.0
(9770) --> prob=[0.06876329855073289,0.9312367014492672], prediction=1.0
(9772) --> prob=[0.9999999998734179,1.2658205659814747E-10], prediction=0.0
(9774) --> prob=[4.700899218962197E-6,0.999995299100781], prediction=1.0
(9776) --> prob=[9.876471976207857E-7,0.9999990123528024], prediction=1.0
(9778) --> prob=[3.3526722464418115E-5,0.9999664732775355], prediction=1.0
(9780) --> prob=[0.8225382481104754,0.1774617518895247], prediction=0.0
(9782) --> prob=[1.0962515017001233E-8,0.999999989037485], prediction=1.0
(9784) --> prob=[0.9966698383006778,0.0033301616993221734], prediction=0.0
(9786) --> prob=[0.9995806196539311,4.1938034606896267E-4], prediction=0.0
(9788) --> prob=[0.9999998598695549,1.4013044520274594E-7], prediction=0.0
(9790) --> prob=[0.9988568477936048,0.0011431522063952298], prediction=0.0
(9792) --> prob=[0.16831528169234392,0.8316847183076561], prediction=1.0
(9794) --> prob=[0.01226169022971619,0.9877383097702838], prediction=1.0
(9796) --> prob=[8.897408478125915E-4,0.9991102591521874], prediction=1.0
(9798) --> prob=[1.6172212953319521E-10,0.9999999998382778], prediction=1.0
(9800) --> prob=[0.8637735445105701,0.1362264554894299], prediction=0.0
(9802) --> prob=[1.0055671076803129E-10,0.9999999998994433], prediction=1.0
(9804) --> prob=[0.002143025908946699,0.9978569740910533], prediction=1.0
(9806) --> prob=[0.9955883817191756,0.004411618280824462], prediction=0.0
(9808) --> prob=[0.999999416371232,5.836287680385467E-7], prediction=0.0
(9810) --> prob=[0.9569288632779499,0.043071136722049964], prediction=0.0
(9812) --> prob=[0.9747901011697743,0.025209898830225726], prediction=0.0
(9814) --> prob=[2.8037002337722653E-4,0.9997196299766228], prediction=1.0
(9816) --> prob=[0.41166132675554284,0.5883386732444571], prediction=1.0
(9818) --> prob=[8.488433587117225E-4,0.9991511566412883], prediction=1.0
(9820) --> prob=[0.8424478983008924,0.15755210169910758], prediction=0.0
(9822) --> prob=[0.999999924700557,7.529944304828629E-8], prediction=0.0
(9824) --> prob=[9.56215522160127E-5,0.999904378447784], prediction=1.0
(9826) --> prob=[0.06516061205446398,0.934839387945536], prediction=1.0
(9828) --> prob=[0.10150028494098202,0.8984997150590179], prediction=1.0
(9830) --> prob=[0.9339687266910385,0.06603127330896148], prediction=0.0
(9832) --> prob=[0.999929785853267,7.021414673306238E-5], prediction=0.0
(9834) --> prob=[0.9999657133562894,3.4286643710606035E-5], prediction=0.0
(9836) --> prob=[0.07925751837783074,0.9207424816221693], prediction=1.0
(9838) --> prob=[0.9961276493301745,0.0038723506698255415], prediction=0.0
(9840) --> prob=[0.011009967426008847,0.9889900325739912], prediction=1.0
(9842) --> prob=[0.9999739001495027,2.6099850497368362E-5], prediction=0.0
(9844) --> prob=[5.310241348420773E-6,0.9999946897586516], prediction=1.0
(9846) --> prob=[0.013214476952855797,0.9867855230471442], prediction=1.0
(9848) --> prob=[0.007427445858686864,0.9925725541413131], prediction=1.0
(9850) --> prob=[1.625499101642273E-6,0.9999983745008983], prediction=1.0
(9852) --> prob=[0.9859240106158105,0.014075989384189525], prediction=0.0
(9854) --> prob=[0.26026482456229955,0.7397351754377005], prediction=1.0
(9856) --> prob=[0.6018080602935709,0.39819193970642913], prediction=0.0
(9858) --> prob=[0.952124440935579,0.047875559064420994], prediction=0.0
(9860) --> prob=[0.335251120146757,0.664748879853243], prediction=1.0
(9862) --> prob=[3.4815789780822255E-4,0.9996518421021917], prediction=1.0
(9864) --> prob=[0.003073030769154346,0.9969269692308456], prediction=1.0
(9866) --> prob=[0.887265638577774,0.11273436142222595], prediction=0.0
(9868) --> prob=[0.9781632654114406,0.021836734588559455], prediction=0.0
(9870) --> prob=[5.255646823694931E-12,0.9999999999947444], prediction=1.0
(9872) --> prob=[3.779172988708462E-5,0.999962208270113], prediction=1.0
(9874) --> prob=[0.9189459922266525,0.08105400777334745], prediction=0.0
(9876) --> prob=[0.004293982246707566,0.9957060177532924], prediction=1.0
(9878) --> prob=[0.5593155097506438,0.4406844902493562], prediction=0.0
(9880) --> prob=[0.9976603764101801,0.002339623589819825], prediction=0.0
(9882) --> prob=[0.9975564383244869,0.002443561675513044], prediction=0.0
(9884) --> prob=[0.1436144294244296,0.8563855705755703], prediction=1.0
(9886) --> prob=[0.6039698870049306,0.39603011299506946], prediction=0.0
(9888) --> prob=[1.776221037864655E-4,0.9998223778962136], prediction=1.0
(9890) --> prob=[0.12894056120019382,0.8710594387998062], prediction=1.0
(9892) --> prob=[3.0798839593616583E-9,0.9999999969201161], prediction=1.0
(9894) --> prob=[0.9984880360109872,0.001511963989012721], prediction=0.0
(9896) --> prob=[0.6927096053569131,0.30729039464308694], prediction=0.0
(9898) --> prob=[0.21859647310659266,0.7814035268934073], prediction=1.0
(9900) --> prob=[2.8497285131005406E-4,0.99971502714869], prediction=1.0
(9902) --> prob=[0.9999980994502774,1.9005497226978512E-6], prediction=0.0
(9904) --> prob=[0.6619200743896169,0.33807992561038314], prediction=0.0
(9906) --> prob=[0.9949901732729048,0.005009826727095079], prediction=0.0
(9908) --> prob=[5.72970673528408E-4,0.9994270293264716], prediction=1.0
(9910) --> prob=[0.48498998270927446,0.5150100172907256], prediction=1.0
(9912) --> prob=[0.08369842117572097,0.916301578824279], prediction=1.0
(9914) --> prob=[0.004562874080978234,0.9954371259190219], prediction=1.0
(9916) --> prob=[0.0027948871279858856,0.9972051128720141], prediction=1.0
(9918) --> prob=[0.07470080554174834,0.9252991944582517], prediction=1.0
(9920) --> prob=[0.9943702836680608,0.005629716331939056], prediction=0.0
(9922) --> prob=[0.6343992861929574,0.36560071380704257], prediction=0.0
(9924) --> prob=[0.9999687011747981,3.129882520191599E-5], prediction=0.0
(9926) --> prob=[0.7887630963135991,0.21123690368640094], prediction=0.0
(9928) --> prob=[0.02299046300877757,0.9770095369912224], prediction=1.0
(9930) --> prob=[5.561210691613509E-4,0.9994438789308386], prediction=1.0
(9932) --> prob=[0.010656206244196694,0.9893437937558032], prediction=1.0
(9934) --> prob=[0.9306606102442108,0.06933938975578925], prediction=0.0
(9936) --> prob=[0.15862358898968026,0.8413764110103198], prediction=1.0
(9938) --> prob=[0.9849268029217124,0.015073197078287658], prediction=0.0
(9940) --> prob=[0.9999922687946001,7.73120539976265E-6], prediction=0.0
(9942) --> prob=[0.024900342096760984,0.9750996579032392], prediction=1.0
(9944) --> prob=[3.71569557796427E-4,0.9996284304422036], prediction=1.0
(9946) --> prob=[0.007750127811342409,0.9922498721886576], prediction=1.0
(9948) --> prob=[0.0029268932761930093,0.9970731067238069], prediction=1.0
(9950) --> prob=[8.706847221664521E-5,0.9999129315277833], prediction=1.0
(9952) --> prob=[1.8104897633370877E-8,0.9999999818951023], prediction=1.0
(9954) --> prob=[0.8704403057911148,0.12955969420888516], prediction=0.0
(9956) --> prob=[0.9999992676683241,7.323316758578109E-7], prediction=0.0
(9958) --> prob=[0.028390949221008096,0.971609050778992], prediction=1.0
(9960) --> prob=[0.6402200866753446,0.3597799133246554], prediction=0.0
(9962) --> prob=[2.0164427652267803E-6,0.9999979835572348], prediction=1.0
(9964) --> prob=[0.04302766103497763,0.9569723389650223], prediction=1.0
(9966) --> prob=[0.9161632134901194,0.08383678650988059], prediction=0.0
(9968) --> prob=[0.921458516665843,0.07854148333415707], prediction=0.0
(9970) --> prob=[0.9864320890176463,0.013567910982353675], prediction=0.0
(9972) --> prob=[0.0047541088922357505,0.9952458911077643], prediction=1.0
(9974) --> prob=[0.026717278774499857,0.9732827212255002], prediction=1.0
(9976) --> prob=[0.0034789487049847554,0.9965210512950153], prediction=1.0
(9978) --> prob=[0.9999993948893429,6.051106571159877E-7], prediction=0.0
(9980) --> prob=[0.5049143071000513,0.4950856928999487], prediction=0.0
(9982) --> prob=[0.5896700524027744,0.4103299475972257], prediction=0.0
(9984) --> prob=[0.004432418967999105,0.9955675810320009], prediction=1.0
(9986) --> prob=[0.008592897244440671,0.9914071027555592], prediction=1.0
(9988) --> prob=[0.19638629433209295,0.8036137056679071], prediction=1.0
(9990) --> prob=[0.00791723203740884,0.9920827679625911], prediction=1.0
(9992) --> prob=[4.7802154313597215E-4,0.9995219784568641], prediction=1.0
(9994) --> prob=[0.046639515511531636,0.9533604844884683], prediction=1.0
(9996) --> prob=[0.0016364029287914295,0.9983635970712086], prediction=1.0
(9998) --> prob=[7.4204788125468E-4,0.9992579521187455], prediction=1.0
(10000) --> prob=[0.27936157951427104,0.7206384204857289], prediction=1.0
(10002) --> prob=[0.9999999976242455,2.375754370276536E-9], prediction=0.0
(10004) --> prob=[0.9970962877184532,0.0029037122815467956], prediction=0.0
(10006) --> prob=[5.892328607416332E-10,0.9999999994107671], prediction=1.0
(10008) --> prob=[0.932338875033521,0.06766112496647897], prediction=0.0
(10010) --> prob=[0.9999946921581074,5.3078418926310406E-6], prediction=0.0
(10012) --> prob=[0.5840082785263706,0.4159917214736293], prediction=0.0
(10014) --> prob=[0.012451775440785117,0.9875482245592149], prediction=1.0
(10016) --> prob=[0.984295201843439,0.01570479815656099], prediction=0.0
(10018) --> prob=[1.600877330714749E-5,0.9999839912266929], prediction=1.0
(10020) --> prob=[4.1546532548211815E-4,0.9995845346745179], prediction=1.0
(10022) --> prob=[0.9999947588802728,5.2411197272717195E-6], prediction=0.0
(10024) --> prob=[0.9999994836094461,5.163905538605794E-7], prediction=0.0
(10026) --> prob=[3.875306589188269E-4,0.9996124693410812], prediction=1.0
(10028) --> prob=[3.925620425042561E-7,0.9999996074379576], prediction=1.0
(10030) --> prob=[5.282170375752297E-5,0.9999471782962426], prediction=1.0
(10032) --> prob=[0.004682205909487067,0.995317794090513], prediction=1.0
(10034) --> prob=[0.07812240512765548,0.9218775948723446], prediction=1.0
(10036) --> prob=[0.013988198497513133,0.9860118015024868], prediction=1.0
(10038) --> prob=[0.9958064518512784,0.0041935481487215525], prediction=0.0
(10040) --> prob=[0.9997467107262042,2.532892737957621E-4], prediction=0.0
(10042) --> prob=[0.9984809904597199,0.0015190095402800529], prediction=0.0
(10044) --> prob=[0.9093245496201366,0.09067545037986337], prediction=0.0
(10046) --> prob=[0.17253052464092616,0.8274694753590738], prediction=1.0
(10048) --> prob=[0.9999999999998244,1.7573597080827988E-13], prediction=0.0
(10050) --> prob=[0.8966206885736697,0.10337931142633029], prediction=0.0
(10052) --> prob=[0.9931339361984481,0.006866063801551946], prediction=0.0
(10054) --> prob=[0.035324317551926526,0.9646756824480736], prediction=1.0
(10056) --> prob=[1.85869363998313E-4,0.9998141306360017], prediction=1.0
(10058) --> prob=[7.413504019611591E-6,0.9999925864959804], prediction=1.0
(10060) --> prob=[0.9993306593529276,6.693406470724576E-4], prediction=0.0
(10062) --> prob=[0.9992658089691148,7.341910308852301E-4], prediction=0.0
(10064) --> prob=[1.4904943755195936E-7,0.9999998509505625], prediction=1.0
(10066) --> prob=[0.9999984917345497,1.5082654502526151E-6], prediction=0.0
(10068) --> prob=[0.9040913878667298,0.09590861213327019], prediction=0.0
(10070) --> prob=[0.9999912659272742,8.73407272573599E-6], prediction=0.0
(10072) --> prob=[0.9997395495489748,2.604504510252854E-4], prediction=0.0
(10074) --> prob=[0.3452860366734346,0.6547139633265654], prediction=1.0
(10076) --> prob=[0.9965038243267116,0.003496175673288344], prediction=0.0
(10078) --> prob=[0.004234487660500816,0.9957655123394991], prediction=1.0
(10080) --> prob=[0.992788174846312,0.007211825153687941], prediction=0.0
(10082) --> prob=[0.09181221890428255,0.9081877810957175], prediction=1.0
(10084) --> prob=[0.9888553409423612,0.011144659057638884], prediction=0.0
(10086) --> prob=[1.2521901640700906E-4,0.999874780983593], prediction=1.0
(10088) --> prob=[8.924732904936913E-4,0.9991075267095063], prediction=1.0
(10090) --> prob=[0.18884053299807682,0.8111594670019231], prediction=1.0
(10092) --> prob=[0.9967437862339831,0.003256213766016812], prediction=0.0
(10094) --> prob=[3.991197177223841E-15,0.999999999999996], prediction=1.0
(10096) --> prob=[8.372271522946743E-5,0.9999162772847706], prediction=1.0
(10098) --> prob=[0.36575554397473004,0.63424445602527], prediction=1.0
(10100) --> prob=[0.8222096528357264,0.17779034716427364], prediction=0.0
(10102) --> prob=[0.9999483910295297,5.160897047029926E-5], prediction=0.0
(10104) --> prob=[1.4814026225609427E-8,0.9999999851859738], prediction=1.0
(10106) --> prob=[0.9999993670952394,6.329047606387101E-7], prediction=0.0
(10108) --> prob=[0.03512811133095997,0.9648718886690401], prediction=1.0
(10110) --> prob=[1.305650474946278E-9,0.9999999986943495], prediction=1.0
(10112) --> prob=[0.9999353089534865,6.469104651347032E-5], prediction=0.0
(10114) --> prob=[0.8793861826213794,0.12061381737862066], prediction=0.0
(10116) --> prob=[0.9997684969429597,2.3150305704034812E-4], prediction=0.0
(10118) --> prob=[0.9023274675536777,0.09767253244632242], prediction=0.0
(10120) --> prob=[0.9999999996271318,3.7286828923507084E-10], prediction=0.0
(10122) --> prob=[0.7667485944139719,0.2332514055860281], prediction=0.0
(10124) --> prob=[1.2918602498361358E-6,0.9999987081397501], prediction=1.0
(10126) --> prob=[0.9999961429381061,3.857061893888702E-6], prediction=0.0
(10128) --> prob=[0.34158926558243635,0.6584107344175636], prediction=1.0
(10130) --> prob=[0.5346852252561576,0.46531477474384236], prediction=0.0
(10132) --> prob=[0.029771667814806467,0.9702283321851937], prediction=1.0
(10134) --> prob=[0.9945863253927429,0.0054136746072570244], prediction=0.0
(10136) --> prob=[1.5044134644813891E-10,0.9999999998495586], prediction=1.0
(10138) --> prob=[8.3835933941599E-5,0.9999161640660583], prediction=1.0
(10140) --> prob=[0.00433356559745681,0.9956664344025431], prediction=1.0
(10142) --> prob=[0.0016829484054710798,0.998317051594529], prediction=1.0
(10144) --> prob=[9.821997694018178E-13,0.9999999999990179], prediction=1.0
(10146) --> prob=[0.17400810163054356,0.8259918983694565], prediction=1.0
(10148) --> prob=[0.9999804067846776,1.9593215322456287E-5], prediction=0.0
(10150) --> prob=[1.0339343497074363E-4,0.9998966065650292], prediction=1.0
(10152) --> prob=[0.9997800115062304,2.1998849376967568E-4], prediction=0.0
(10154) --> prob=[0.9999956284630814,4.371536918523423E-6], prediction=0.0
(10156) --> prob=[9.695412831912305E-7,0.9999990304587169], prediction=1.0
(10158) --> prob=[0.3127391663576159,0.6872608336423842], prediction=1.0
(10160) --> prob=[1.6659924268073417E-7,0.9999998334007574], prediction=1.0
(10162) --> prob=[0.9986267698832565,0.0013732301167434207], prediction=0.0
(10164) --> prob=[0.9925982714979533,0.007401728502046714], prediction=0.0
(10166) --> prob=[0.06642644654283696,0.9335735534571631], prediction=1.0
(10168) --> prob=[0.09853495755143658,0.9014650424485633], prediction=1.0
(10170) --> prob=[0.7198218238417341,0.28017817615826596], prediction=0.0
(10172) --> prob=[0.9999373051405427,6.269485945719001E-5], prediction=0.0
(10174) --> prob=[5.955753560100217E-4,0.9994044246439899], prediction=1.0
(10176) --> prob=[0.9999347294686607,6.527053133945249E-5], prediction=0.0
(10178) --> prob=[0.9998503616249154,1.49638375084494E-4], prediction=0.0
(10180) --> prob=[0.9999999746521782,2.5347821940077722E-8], prediction=0.0
(10182) --> prob=[0.9999380916417252,6.190835827475267E-5], prediction=0.0
(10184) --> prob=[0.9994605850450815,5.394149549185547E-4], prediction=0.0
(10186) --> prob=[0.9983524380503642,0.0016475619496357635], prediction=0.0
(10188) --> prob=[0.9998556896956169,1.443103043832165E-4], prediction=0.0
